index,date,weather,prob_of_precip,likely_snow,snow_level,wind,visibility,likely_snow_numeric,forecast_date,endpoint,forecast_type,extracted_date,level_0,max_temp,min_temp,snow_at_1800m,snow_at_1400m,snow_at_1000m,snow_at_1800m_percent,snow_at_1400m_percent,snow_at_1000m_percent
6,SatJun 26,Cloudy. Snow showers,90%,5-10cm,1300,NW/W,Fair,7.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-20 19:13:24.254751,,,,,,,,,
7,SunJun 27,Mostly cloudy. Possible snow showers,60%,<2cm,1200,W/SW,Fair,2,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-20 19:13:24.254751,,,,,,,,,
8,MonJun 28,Mostly cloudy,20%,Nil,,SE,Fair,0,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-20 19:13:24.254751,,,,,,,,,
9,TueJun 29,Partly cloudy,20%,Nil,,N to NW,Good,0,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-20 19:13:24.254751,,,,,,,,,
10,WedJun 30,Partly cloudy,30%,Nil,,Fresh N,Good,0,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-20 19:13:24.254751,,,,,,,,,
11,ThuJul 01,Cloudy. Rain tending to snow. Windy,70%,5-10cm,1300,Fresh NW,Deteriorating,7.5,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-20 19:13:24.254751,,,,,,,,,
12,FriJul 02,Cloudy. Snow,80%,10-20cm,1200,Fresh NW,Poor,15.0,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-20 19:13:24.254751,,,,,,,,,
13,SatJul 03,Cloudy. Snow,70%,2-5cm,1200,Fresh NW,Fair,3.5,2021-07-03 00:00:00,PerisherHandler,14-day,2021-06-20 19:13:24.254751,,,,,,,,,
0,SunJun 20,Partly cloudy,5%,Nil,,Fresh SE,Good,0,2021-06-20 00:00:00,PerisherHandler,14-day,2021-06-20 19:43:44.187463,,,,,,,,,
1,MonJun 21,Mostly sunny,5%,Nil,,W to N,Good,0,2021-06-21 00:00:00,PerisherHandler,14-day,2021-06-20 19:43:44.187463,,,,,,,,,
2,TueJun 22,Cloud increasing,5%,Nil,,NW/NE,Good,0,2021-06-22 00:00:00,PerisherHandler,14-day,2021-06-20 19:43:44.187463,,,,,,,,,
3,WedJun 23,Mostly cloudy. Rain tending to snow. Windy,90%,2-5cm,1700,Fresh N/NW,Deteriorating,3.5,2021-06-23 00:00:00,PerisherHandler,14-day,2021-06-20 19:43:44.187463,,,,,,,,,
4,ThuJun 24,Mostly cloudy. Rain and snow. Windy,90%,2-5cm,1700,Strong N/NNW,Poor,3.5,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-20 19:43:44.187463,,,,,,,,,
5,FriJun 25,Cloudy. Rain tending to snow early,90%,10-20cm,1300,Fresh NW,Poor,15.0,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-20 19:43:44.187463,,,,,,,,,
6,SatJun 26,Cloudy. Snow showers,90%,5-10cm,1300,NW/W,Fair,7.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-20 19:43:44.187463,,,,,,,,,
7,SunJun 27,Mostly cloudy. Possible snow showers,60%,<2cm,1200,W/SW,Fair,2,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-20 19:43:44.187463,,,,,,,,,
8,MonJun 28,Mostly cloudy,20%,Nil,,SE,Fair,0,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-20 19:43:44.187463,,,,,,,,,
9,TueJun 29,Partly cloudy,20%,Nil,,N to NW,Good,0,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-20 19:43:44.187463,,,,,,,,,
10,WedJun 30,Partly cloudy,30%,Nil,,Fresh N,Good,0,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-20 19:43:44.187463,,,,,,,,,
11,ThuJul 01,Cloudy. Rain tending to snow. Windy,70%,5-10cm,1300,Fresh NW,Deteriorating,7.5,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-20 19:43:44.187463,,,,,,,,,
12,FriJul 02,Cloudy. Snow,80%,10-20cm,1200,Fresh NW,Poor,15.0,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-20 19:43:44.187463,,,,,,,,,
13,SatJul 03,Cloudy. Snow,70%,2-5cm,1200,Fresh NW,Fair,3.5,2021-07-03 00:00:00,PerisherHandler,14-day,2021-06-20 19:43:44.187463,,,,,,,,,
0,MonJun 21,Mostly sunny,5%,Nil,,W  to NE,Excellent,0,2021-06-21 00:00:00,PerisherHandler,14-day,2021-06-21 21:27:58.208713,,,,,,,,,
1,TueJun 22,Cloud increasing,5%,Nil,,N,Excellent,0,2021-06-22 00:00:00,PerisherHandler,14-day,2021-06-21 21:27:58.208713,,,,,,,,,
2,WedJun 23,Mostly cloudy. Rain at times. Snow in east. W,90%,<2cm,1700,Strong N,Fair,2,2021-06-23 00:00:00,PerisherHandler,14-day,2021-06-21 21:27:58.208713,,,,,,,,,
3,ThuJun 24,"Cloudy. Showers, chance storm. Snow. Windy",100%,<2cm,1600,Strong N,Poor,2,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-21 21:27:58.208713,,,,,,,,,
4,FriJun 25,Mostly cloudy. Snow showers. Windy,95%,5-10cm,1300,Strong NW,Fair,7.5,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-21 21:27:58.208713,,,,,,,,,
5,SatJun 26,Fog. Cloudy. Snow showers & wind easing,90%,2-5cm,1200,Fresh NW,Fair,3.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-21 21:27:58.208713,,,,,,,,,
6,SunJun 27,Cloudy. Snow showers. Breezy,90%,2-5cm,1000,Fresh NW,Fair,3.5,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-21 21:27:58.208713,,,,,,,,,
7,MonJun 28,"Snow showers in south, clearing. Sunnier",35%,<2cm,1400,Fresh S/SE,Improving,2,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-21 21:27:58.208713,,,,,,,,,
8,TueJun 29,Frost. Mostly sunny,5%,Nil,,NE,Excellent,0,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-21 21:27:58.208713,,,,,,,,,
9,WedJun 30,"Cloudier. Rain later, tending to snow",70%,2-5cm,1500,Fresh N,Good,3.5,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-21 21:27:58.208713,,,,,,,,,
10,ThuJul 01,Cloudy. Showers. Snow in east,70%,<2cm,1400,Fresh NW,Fair,2,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-21 21:27:58.208713,,,,,,,,,
11,FriJul 02,Mostly cloudy. Showers. Snow in east,60%,<2cm,1300,Fresh NW,Fair,2,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-21 21:27:58.208713,,,,,,,,,
12,SatJul 03,Mostly cloudy. Snow showers,60%,<2cm,1300,Fresh NW,Fair,2,2021-07-03 00:00:00,PerisherHandler,14-day,2021-06-21 21:27:58.208713,,,,,,,,,
13,SunJul 04,Mostly cloudy. Snow showers,60%,2-5cm,1200,Fresh NW,Good,3.5,2021-07-04 00:00:00,PerisherHandler,14-day,2021-06-21 21:27:58.208713,,,,,,,,,
0,TueJun 22,Cloud increasing,5%,Nil,,N,Excellent,0,2021-06-22 00:00:00,PerisherHandler,14-day,2021-06-22 08:36:27.198145,,,,,,,,,
1,WedJun 23,Mostly cloudy. Rain at times. Snow in east. W,90%,<2cm,1700,Strong N,Fair,2,2021-06-23 00:00:00,PerisherHandler,14-day,2021-06-22 08:36:27.198145,,,,,,,,,
2,ThuJun 24,"Cloudy. Showers, chance storm. Snow. Windy",100%,<2cm,1600,Strong N,Poor,2,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-22 08:36:27.198145,,,,,,,,,
3,FriJun 25,Mostly cloudy. Snow showers. Windy,95%,5-10cm,1300,Strong NW,Fair,7.5,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-22 08:36:27.198145,,,,,,,,,
4,SatJun 26,Fog. Cloudy. Snow showers & wind easing,90%,2-5cm,1200,Fresh NW,Fair,3.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-22 08:36:27.198145,,,,,,,,,
5,SunJun 27,Cloudy. Snow showers. Breezy,90%,2-5cm,1000,Fresh NW,Fair,3.5,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-22 08:36:27.198145,,,,,,,,,
6,MonJun 28,"Snow showers in south, clearing. Sunnier",35%,<2cm,1400,Fresh S/SE,Improving,2,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-22 08:36:27.198145,,,,,,,,,
7,TueJun 29,Frost. Mostly sunny,5%,Nil,,NE,Excellent,0,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-22 08:36:27.198145,,,,,,,,,
8,WedJun 30,"Cloudier. Rain later, tending to snow",70%,2-5cm,1500,Fresh N,Good,3.5,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-22 08:36:27.198145,,,,,,,,,
9,ThuJul 01,Cloudy. Showers. Snow in east,70%,<2cm,1400,Fresh NW,Fair,2,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-22 08:36:27.198145,,,,,,,,,
10,FriJul 02,Mostly cloudy. Showers. Snow in east,60%,<2cm,1300,Fresh NW,Fair,2,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-22 08:36:27.198145,,,,,,,,,
11,SatJul 03,Mostly cloudy. Snow showers,60%,<2cm,1300,Fresh NW,Fair,2,2021-07-03 00:00:00,PerisherHandler,14-day,2021-06-22 08:36:27.198145,,,,,,,,,
12,SunJul 04,Mostly cloudy. Snow showers,60%,2-5cm,1200,Fresh NW,Good,3.5,2021-07-04 00:00:00,PerisherHandler,14-day,2021-06-22 08:36:27.198145,,,,,,,,,
13,MonJul 05,Mostly cloudy. Snow showers,60%,2-5cm,1100,Fresh NW,Good,3.5,2021-07-05 00:00:00,PerisherHandler,14-day,2021-06-22 08:36:27.198145,,,,,,,,,
0,WedJun 23,Cloudy. Windy with rain,90%,<2cm,1700,Strong N,Poor,2,2021-06-23 00:00:00,PerisherHandler,14-day,2021-06-23 21:47:52.204536,,,,,,,,,
1,ThuJun 24,Mostly cloudy. Showers. Snow in east. Windy,90%,<2cm,1600,Strong N,Poor,2,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-23 21:47:52.204536,,,,,,,,,
2,FriJun 25,"Mostly cloudy. Mix of rain, snow, sleet. Wind",90%,5-10cm,1600,Strong NW,Fair,7.5,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-23 21:47:52.204536,,,,,,,,,
3,SatJun 26,Mostly cloudy. Snow showers,80%,2-5cm,1300,NW,Fair,3.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-23 21:47:52.204536,,,,,,,,,
4,SunJun 27,Mostly cloudy. Snow showers in west,40%,<2cm,1400,Fresh NW,Fair,2,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-23 21:47:52.204536,,,,,,,,,
5,MonJun 28,Mostly sunny,10%,Nil,,SE  to NE,Good,0,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-23 21:47:52.204536,,,,,,,,,
6,TueJun 29,Mostly sunny,10%,Nil,,Fresh N,Excellent,0,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-23 21:47:52.204536,,,,,,,,,
7,WedJun 30,Mostly cloudy. Showers. Snow in east,60%,<2cm,1700,Fresh N,Good,2,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-23 21:47:52.204536,,,,,,,,,
8,ThuJul 01,Mostly cloudy. Rain periods. Snow,60%,2-5cm,1300,Fresh NW,Fair,3.5,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-23 21:47:52.204536,,,,,,,,,
9,FriJul 02,Mostly cloudy. Showers. Snow,60%,5-10cm,1200,Fresh NW,Poor,7.5,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-23 21:47:52.204536,,,,,,,,,
10,SatJul 03,Mostly cloudy. Snow showers,60%,2-5cm,1100,Fresh NW,Fair,3.5,2021-07-03 00:00:00,PerisherHandler,14-day,2021-06-23 21:47:52.204536,,,,,,,,,
11,SunJul 04,Mostly cloudy. Snow showers,40%,<2cm,1100,Fresh NW,Fair,2,2021-07-04 00:00:00,PerisherHandler,14-day,2021-06-23 21:47:52.204536,,,,,,,,,
12,MonJul 05,Mostly cloudy. Snow,40%,2-5cm,1100,N  to NW,Fair,3.5,2021-07-05 00:00:00,PerisherHandler,14-day,2021-06-23 21:47:52.204536,,,,,,,,,
13,TueJul 06,Mostly cloudy. Snow,40%,2-5cm,1100,NW,Good,3.5,2021-07-06 00:00:00,PerisherHandler,14-day,2021-06-23 21:47:52.204536,,,,,,,,,
0,ThuJun 24,Mostly cloudy. Showers. Snow in east. Windy,90%,<2cm,1600,Strong N,Poor,2,2021-06-24 00:00:00,PerisherHandler,14-day,2021-06-24 08:22:55.986061,,,,,,,,,
1,FriJun 25,"Mostly cloudy. Mix of rain, snow, sleet. Wind",90%,5-10cm,1600,Strong NW,Fair,7.5,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-24 08:22:55.986061,,,,,,,,,
2,SatJun 26,Mostly cloudy. Snow showers,80%,2-5cm,1300,NW,Fair,3.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-24 08:22:55.986061,,,,,,,,,
3,SunJun 27,Mostly cloudy. Snow showers in west,40%,<2cm,1400,Fresh NW,Fair,2,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-24 08:22:55.986061,,,,,,,,,
4,MonJun 28,Mostly sunny,10%,Nil,,SE  to NE,Good,0,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-24 08:22:55.986061,,,,,,,,,
5,TueJun 29,Mostly sunny,10%,Nil,,Fresh N,Excellent,0,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-24 08:22:55.986061,,,,,,,,,
6,WedJun 30,Mostly cloudy. Showers. Snow in east,60%,<2cm,1700,Fresh N,Good,2,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-24 08:22:55.986061,,,,,,,,,
7,ThuJul 01,Mostly cloudy. Rain periods. Snow,60%,2-5cm,1300,Fresh NW,Fair,3.5,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-24 08:22:55.986061,,,,,,,,,
8,FriJul 02,Mostly cloudy. Showers. Snow,60%,5-10cm,1200,Fresh NW,Poor,7.5,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-24 08:22:55.986061,,,,,,,,,
9,SatJul 03,Mostly cloudy. Snow showers,60%,2-5cm,1100,Fresh NW,Fair,3.5,2021-07-03 00:00:00,PerisherHandler,14-day,2021-06-24 08:22:55.986061,,,,,,,,,
10,SunJul 04,Mostly cloudy. Snow showers,40%,<2cm,1100,Fresh NW,Fair,2,2021-07-04 00:00:00,PerisherHandler,14-day,2021-06-24 08:22:55.986061,,,,,,,,,
11,MonJul 05,Mostly cloudy. Snow,40%,2-5cm,1100,N  to NW,Fair,3.5,2021-07-05 00:00:00,PerisherHandler,14-day,2021-06-24 08:22:55.986061,,,,,,,,,
12,TueJul 06,Mostly cloudy. Snow,40%,2-5cm,1100,NW,Good,3.5,2021-07-06 00:00:00,PerisherHandler,14-day,2021-06-24 08:22:55.986061,,,,,,,,,
13,WedJul 07,Snow showers clearing. Sunnier,30%,<2cm,1100,Fresh NW,Improving,2,2021-07-07 00:00:00,PerisherHandler,14-day,2021-06-24 08:22:55.986061,,,,,,,,,
0,FriJun 25,Cloudy. Rain tending to snow early. Windy,90%,5-10cm,1400,Strong NW,Fair,7.5,2021-06-25 00:00:00,PerisherHandler,14-day,2021-06-25 22:32:51.460204,,,,,,,,,
1,SatJun 26,Mostly cloudy. Snow showers,85%,5-10cm,1300,Fresh NW,Fair,7.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-25 22:32:51.460204,,,,,,,,,
2,SunJun 27,Snow showers clearing. Sunnier,70%,<2cm,1300,Fresh NW/SW,Improving,2,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-25 22:32:51.460204,,,,,,,,,
3,MonJun 28,Mostly sunny,5%,Nil,,SE to NE,Excellent,0,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-25 22:32:51.460204,,,,,,,,,
4,TueJun 29,Mostly sunny,10%,Nil,,N,Excellent,0,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-25 22:32:51.460204,,,,,,,,,
5,WedJun 30,"Mostly cloudy. Showers, mostly later. Snow in",80%,<2cm,1600,Fresh N,Deteriorating,2,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-25 22:32:51.460204,,,,,,,,,
6,ThuJul 01,Cloudy. Showers. Snow in east. Windy,90%,2-5cm,1600,Strong NW,Fair,3.5,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-25 22:32:51.460204,,,,,,,,,
7,FriJul 02,Cloudy. Snow showers. Windy,90%,15-30cm,900,Strong NW,Poor,22.5,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-25 22:32:51.460204,,,,,,,,,
8,SatJul 03,Cloudy. Snow,90%,5-10cm,900,Fresh NW/W,Fair,7.5,2021-07-03 00:00:00,PerisherHandler,14-day,2021-06-25 22:32:51.460204,,,,,,,,,
9,SunJul 04,Mostly cloudy. Snow,90%,5-10cm,800,Fresh SW/NW,Improving,7.5,2021-07-04 00:00:00,PerisherHandler,14-day,2021-06-25 22:32:51.460204,,,,,,,,,
10,MonJul 05,Mostly cloudy. Snow showers,60%,<2cm,1100,Fresh W/NW,Good,2,2021-07-05 00:00:00,PerisherHandler,14-day,2021-06-25 22:32:51.460204,,,,,,,,,
11,TueJul 06,Mostly cloudy. Snow showers,60%,<2cm,1100,Fresh NW,Good,2,2021-07-06 00:00:00,PerisherHandler,14-day,2021-06-25 22:32:51.460204,,,,,,,,,
12,WedJul 07,Cloudy. Snow showers,50%,<2cm,1100,Fresh NW,Good,2,2021-07-07 00:00:00,PerisherHandler,14-day,2021-06-25 22:32:51.460204,,,,,,,,,
13,ThuJul 08,Mostly cloudy. Snow showers,60%,<2cm,1100,Fresh NW,Good,2,2021-07-08 00:00:00,PerisherHandler,14-day,2021-06-25 22:32:51.460204,,,,,,,,,
0,SatJun 26,Mostly cloudy. Snow showers,85%,5-10cm,1300,Fresh NW,Fair,7.5,2021-06-26 00:00:00,PerisherHandler,14-day,2021-06-26 10:44:51.582947,,,,,,,,,
1,SunJun 27,Snow showers clearing. Sunnier,70%,<2cm,1300,Fresh NW/SW,Improving,2,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-26 10:44:51.582947,,,,,,,,,
2,MonJun 28,Mostly sunny,5%,Nil,,SE to NE,Excellent,0,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-26 10:44:51.582947,,,,,,,,,
3,TueJun 29,Mostly sunny,10%,Nil,,N,Excellent,0,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-26 10:44:51.582947,,,,,,,,,
4,WedJun 30,"Mostly cloudy. Showers, mostly later. Snow in",80%,<2cm,1600,Fresh N,Deteriorating,2,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-26 10:44:51.582947,,,,,,,,,
5,ThuJul 01,Cloudy. Showers. Snow in east. Windy,90%,2-5cm,1600,Strong NW,Fair,3.5,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-26 10:44:51.582947,,,,,,,,,
6,FriJul 02,Cloudy. Snow showers. Windy,90%,15-30cm,900,Strong NW,Poor,22.5,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-26 10:44:51.582947,,,,,,,,,
7,SatJul 03,Cloudy. Snow,90%,5-10cm,900,Fresh NW/W,Fair,7.5,2021-07-03 00:00:00,PerisherHandler,14-day,2021-06-26 10:44:51.582947,,,,,,,,,
8,SunJul 04,Mostly cloudy. Snow,90%,5-10cm,800,Fresh SW/NW,Improving,7.5,2021-07-04 00:00:00,PerisherHandler,14-day,2021-06-26 10:44:51.582947,,,,,,,,,
9,MonJul 05,Mostly cloudy. Snow showers,60%,<2cm,1100,Fresh W/NW,Good,2,2021-07-05 00:00:00,PerisherHandler,14-day,2021-06-26 10:44:51.582947,,,,,,,,,
10,TueJul 06,Mostly cloudy. Snow showers,60%,<2cm,1100,Fresh NW,Good,2,2021-07-06 00:00:00,PerisherHandler,14-day,2021-06-26 10:44:51.582947,,,,,,,,,
11,WedJul 07,Cloudy. Snow showers,50%,<2cm,1100,Fresh NW,Good,2,2021-07-07 00:00:00,PerisherHandler,14-day,2021-06-26 10:44:51.582947,,,,,,,,,
12,ThuJul 08,Mostly cloudy. Snow showers,60%,<2cm,1100,Fresh NW,Good,2,2021-07-08 00:00:00,PerisherHandler,14-day,2021-06-26 10:44:51.582947,,,,,,,,,
13,FriJul 09,Snow showers clearing. Sunnier,60%,<2cm,1100,Fresh NW,Good,2,2021-07-09 00:00:00,PerisherHandler,14-day,2021-06-26 10:44:51.582947,,,,,,,,,
0,SunJun 27,Mostly cloudy. Snowfalls clearing,70%,<2cm,1200,Fresh NW,Improving,2,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-27 10:34:34.125360,,,,,,,,,
1,MonJun 28,Mostly sunny,5%,Nil,,SE  to NE,Good,0,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-27 10:34:34.125360,,,,,,,,,
2,TueJun 29,Mostly sunny,5%,Nil,,NW/NE,Excellent,0,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-27 10:34:34.125360,,,,,,,,,
3,WedJun 30,Increasing cloud. Rain and snow,70%,<2cm,1700,Fresh N,Deteriorating,2,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-27 10:34:34.125360,,,,,,,,,
4,ThuJul 01,Cloudy. Rain and Snow,90%,2-5cm,1600,Fresh NW,Poor,3.5,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-27 10:34:34.125360,,,,,,,,,
5,FriJul 02,Moslty cloudy. Snow. Breezy,60%,2-5cm,900,Fresh NW,Poor,3.5,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-27 10:34:34.125360,,,,,,,,,
6,SatJul 03,Cloudy. Snow showers. Breezy,80%,5-10cm,800,Fresh SW/SE,Poor,7.5,2021-07-03 00:00:00,PerisherHandler,14-day,2021-06-27 10:34:34.125360,,,,,,,,,
7,SunJul 04,Mostly cloudy. Snow showers.,60%,2-5cm,900,Fresh S,Poor,3.5,2021-07-04 00:00:00,PerisherHandler,14-day,2021-06-27 10:34:34.125360,,,,,,,,,
8,MonJul 05,Possible snow showers,40%,<2cm,1000,Fresh SW/NW,Fair,2,2021-07-05 00:00:00,PerisherHandler,14-day,2021-06-27 10:34:34.125360,,,,,,,,,
9,TueJul 06,Snow showers easing,30%,<2cm,1200,Fresh NW,Improving,2,2021-07-06 00:00:00,PerisherHandler,14-day,2021-06-27 10:34:34.125360,,,,,,,,,
10,WedJul 07,Mostly cloudy. Breezy,10%,<2cm,,Fresh NW,Good,2,2021-07-07 00:00:00,PerisherHandler,14-day,2021-06-27 10:34:34.125360,,,,,,,,,
11,ThuJul 08,Mostly cloudy. Breezy,10%,<2cm,,Fresh NW,Good,2,2021-07-08 00:00:00,PerisherHandler,14-day,2021-06-27 10:34:34.125360,,,,,,,,,
12,FriJul 09,Windy with snow developing,60%,5-10cm,1300,Fresh NW,Deteriorating,7.5,2021-07-09 00:00:00,PerisherHandler,14-day,2021-06-27 10:34:34.125360,,,,,,,,,
13,SatJul 10,Windy with snow showers,60%,2-5cm,1100,Fresh NW,Poor,3.5,2021-07-10 00:00:00,PerisherHandler,14-day,2021-06-27 10:34:34.125360,,,,,,,,,
0,SunJun 27,Mostly cloudy,5%,Nil,,Fresh NW/SW,Good,0,2021-06-27 00:00:00,PerisherHandler,14-day,2021-06-27 22:36:42.476162,,,,,,,,,
1,MonJun 28,Mostly sunny,5%,Nil,,SE  to NE,Excellent,0,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-27 22:36:42.476162,,,,,,,,,
2,TueJun 29,Mostly sunny,10%,Nil,,N,Excellent,0,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-27 22:36:42.476162,,,,,,,,,
3,WedJun 30,Increasing cloud. Rain and snow,85%,<2cm,1700,Fresh N,Deteriorating,2,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-27 22:36:42.476162,,,,,,,,,
4,ThuJul 01,Cloudy. Rain and Snow. Breezy,90%,2-5cm,1600,Fresh N,Poor,3.5,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-27 22:36:42.476162,,,,,,,,,
5,FriJul 02,Moslty cloudy. Snow. Windy,80%,5-10cm,900,Fresh NW,Poor,7.5,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-27 22:36:42.476162,,,,,,,,,
6,SatJul 03,Mostly cloudy. Snow showers. Breezy,60%,2-5cm,700,Fresh W,Poor,3.5,2021-07-03 00:00:00,PerisherHandler,14-day,2021-06-27 22:36:42.476162,,,,,,,,,
7,SunJul 04,Snow showers easing,30%,<2cm,1000,Fresh NW,Improving,2,2021-07-04 00:00:00,PerisherHandler,14-day,2021-06-27 22:36:42.476162,,,,,,,,,
8,MonJul 05,Mostly sunny,10%,Nil,,Fresh NW  to N,Excellent,0,2021-07-05 00:00:00,PerisherHandler,14-day,2021-06-27 22:36:42.476162,,,,,,,,,
9,TueJul 06,Cloud increasing,10%,Nil,,Fresh NW,Good,0,2021-07-06 00:00:00,PerisherHandler,14-day,2021-06-27 22:36:42.476162,,,,,,,,,
10,WedJul 07,Possible snow shower. Breezy,30%,<2cm,1300,Fresh NW,Fair,2,2021-07-07 00:00:00,PerisherHandler,14-day,2021-06-27 22:36:42.476162,,,,,,,,,
11,ThuJul 08,Mostly cloudy. Snow,40%,<2cm,1200,Fresh NW,Fair,2,2021-07-08 00:00:00,PerisherHandler,14-day,2021-06-27 22:36:42.476162,,,,,,,,,
12,FriJul 09,Mostly cloudy. Snow showers,60%,2-5cm,1100,Fresh NW,Poor,3.5,2021-07-09 00:00:00,PerisherHandler,14-day,2021-06-27 22:36:42.476162,,,,,,,,,
13,SatJul 10,Snow showers easing,40%,<2cm,1200,Fresh NW,Improving,2,2021-07-10 00:00:00,PerisherHandler,14-day,2021-06-27 22:36:42.476162,,,,,,,,,
0,MonJun 28,Mostly sunny,5%,Nil,,SE  to NE,Excellent,0,2021-06-28 00:00:00,PerisherHandler,14-day,2021-06-28 07:54:18.421141,,,,,,,,,
1,TueJun 29,Mostly sunny,10%,Nil,,N,Excellent,0,2021-06-29 00:00:00,PerisherHandler,14-day,2021-06-28 07:54:18.421141,,,,,,,,,
2,WedJun 30,Increasing cloud. Rain and snow,85%,<2cm,1700,Fresh N,Deteriorating,2,2021-06-30 00:00:00,PerisherHandler,14-day,2021-06-28 07:54:18.421141,,,,,,,,,
3,ThuJul 01,Cloudy. Rain and Snow. Breezy,90%,2-5cm,1600,Fresh N,Poor,3.5,2021-07-01 00:00:00,PerisherHandler,14-day,2021-06-28 07:54:18.421141,,,,,,,,,
4,FriJul 02,Moslty cloudy. Snow. Windy,80%,5-10cm,900,Fresh NW,Poor,7.5,2021-07-02 00:00:00,PerisherHandler,14-day,2021-06-28 07:54:18.421141,,,,,,,,,
5,SatJul 03,Mostly cloudy. Snow showers. Breezy,60%,2-5cm,700,Fresh W,Poor,3.5,2021-07-03 00:00:00,PerisherHandler,14-day,2021-06-28 07:54:18.421141,,,,,,,,,
6,SunJul 04,Snow showers easing,30%,<2cm,1000,Fresh NW,Improving,2,2021-07-04 00:00:00,PerisherHandler,14-day,2021-06-28 07:54:18.421141,,,,,,,,,
7,MonJul 05,Mostly sunny,10%,Nil,,Fresh NW  to N,Excellent,0,2021-07-05 00:00:00,PerisherHandler,14-day,2021-06-28 07:54:18.421141,,,,,,,,,
